LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-7820,LI-7820,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,CHAMBER,CHAMBER
20250414,094409,104.406,8,1,1,39.6686,-75.7463,12.18,101.057,341.539,11.1023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.00533699,-0.00056061,326.134,0.000948707,0,0.00182833,1.64142e-06,0,341.539,-427.303,5,101,0.240299,9.6
20250414,100051,104.417,1,1,1,39.6685,-75.7463,13.42,101.052,340.607,10.9151,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0266844,0.00296516,54.7825,0.00166898,0,0.00162409,0.00375424,341.396,340.607,-50,5,101,0.28,9.7
20250414,100702,104.422,2,1,1,39.6685,-75.7463,15,101.072,341.006,11.0275,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0152269,0.00169335,93.8274,0.011345,0,0.00158872,1.69392e-09,1e+06,341.006,115.501,5,101,0.321,9.3
20250414,101314,104.426,3,1,1,39.6685,-75.7463,15.59,101.072,341.238,11.2041,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0470255,0.00503107,34.3442,0.0724434,0,0.00172706,0.00130719,345.087,341.238,50,3,101,0.334,8.89652
20250414,101925,104.43,4,1,1,39.6685,-75.7463,16.09,101.071,341.538,11.3775,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0378417,0.0041394,43.6316,0.05933,0,0.00180556,0.00165799,344.035,341.538,50,3,101,0.285,9.68159
20250414,102536,104.434,5,1,1,39.6685,-75.7463,17.94,101.066,341.238,11.3653,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0155659,0.00168323,104.194,0.00982966,0,0.00175373,9.20859e-05,359.517,341.238,50,3,101,0.366,9.5
20250414,103147,104.439,6,1,1,39.6685,-75.7463,17.87,101.069,341.542,11.4899,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0138789,0.00152779,119.733,0.00699717,0,0.00182919,1.52831e-09,1e+06,341.542,232.661,5,101,0.343,10.1507
20250414,103758,104.443,7,1,1,39.6685,-75.7463,16.06,101.06,340.97,11.6027,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0137553,0.00150525,112.19,0.00479829,0,0.00168866,0.000602339,343.469,340.97,-50,2,101,0.344,10.2547
20250414,104409,104.447,8,1,1,39.6685,-75.7463,18.25,101.051,340.901,11.7141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.0192569,-0.00206715,84.2897,0.0115649,0,0.00174226,9.70257e-05,319.596,340.901,24.2663,5,101,0.237114,11.6587
20250414,110051,104.459,1,1,1,39.6685,-75.7462,20.59,101.016,340.568,11.3901,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.00920777,0.0010496,165.31,0.00368282,0,0.00173506,1.04995e-09,1e+06,340.568,119.95,2,101,0.28,12.2547
20250414,110702,104.463,2,1,1,39.6685,-75.7462,20.24,101.025,340.823,11.4911,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.00466938,0.000529181,310.706,0.00104524,0,0.00164418,5.29361e-10,1e+06,340.823,929.011,3,101,0.322,11.3303
20250414,111314,104.468,3,1,1,39.6685,-75.7462,20.12,101.027,341.172,11.5936,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0162386,0.00176585,98.1764,0.0103722,0,0.00173355,1.76645e-09,1e+06,341.172,339.382,5,101,0.334,10.307
20250414,111925,104.472,4,1,1,39.6686,-75.7463,19.28,101.023,341.01,11.6476,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0256562,0.00283984,60.3449,0.0269978,0,0.00171344,2.84081e-09,1e+06,341.01,158.738,2,101,0.284592,11.7706
20250414,112536,104.476,5,1,1,39.6686,-75.7463,21.94,101.015,340.702,11.8992,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.0132576,0.00145485,117.068,0.00731695,0,0.0017031,1.45534e-09,1e+06,340.702,236.089,7,101,0.366,10.3
20250414,113147,104.48,6,1,1,39.6686,-75.7462,22.51,100.979,340.743,12.0332,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.00278258,0.000311662,518.18,0.000376046,0,0.00161497,3.11768e-10,1e+06,340.743,840.417,5,101,0.343,11.4806
20250414,113758,104.485,7,1,1,39.6686,-75.7463,20.65,100.973,340.995,12.298,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.000936351,0.000104247,1630.56,3.79898e-05,0,0.00169981,1.04282e-10,1e+06,340.995,6198.57,2,101,0.343,11.7846
20250414,114409,104.489,8,1,1,39.6685,-75.7463,21.59,100.979,340.632,12.5519,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.00855314,-0.000930114,178.118,0.00317374,0,0.00165667,2.73055e-06,0,340.632,-282.072,6,101,0.232701,13.9886
20250414,120051,104.501,1,1,1,39.6685,-75.7462,22.14,100.923,341.005,11.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.00876203,0.0010056,179.632,0.00312074,0,0.00180634,1.00594e-09,1e+06,341.005,888.849,7,101,0.280154,14.1
20250414,120702,104.505,2,1,1,39.6685,-75.7462,22.72,100.941,340.938,11.7902,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.0185692,-0.00212479,90.0762,0.0122926,0,0.0019138,6.23217e-06,0,340.938,-322.816,8,101,0.321995,13.3602
20250414,121314,104.509,3,1,1,39.6685,-75.7462,23.8,100.914,340.76,12.0384,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.00749059,-0.000826123,76.1944,0.0171052,0,0.0006294,2.42436e-06,0,340.76,-380.706,9,101,0.334,11.8667
20250414,121925,104.513,4,1,1,39.6685,-75.7462,22.5,100.9,340.83,12.0052,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0.00839431,0.000940829,63.8936,0.0241518,0,0.000601048,9.41149e-10,1e+06,340.83,460.527,9,101,0.28,13.4109
20250414,122536,104.518,5,1,1,39.6685,-75.7462,23.69,100.917,340.587,12.5271,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.0205642,-0.00227366,23.2736,0.157452,0,0.000528622,6.67572e-06,0,340.587,-104.697,10,101,0.366846,11.0453
20250414,123147,104.522,6,1,1,39.6685,-75.7462,23.07,100.921,340.473,12.5995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.0154767,-0.00173873,35.6009,0.0738714,0,0.000618735,5.10682e-06,0,340.473,-145.863,8,101,0.342,12.5806
20250414,123758,104.526,7,1,1,39.6685,-75.7462,21.68,100.9,340.593,13.0936,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.0151285,-0.00169282,39.5113,0.0608191,0,0.000668618,4.97022e-06,0,340.593,-132.485,9,101,0.342,13.0547
20250414,124409,104.531,8,1,1,39.6685,-75.7462,22.13,100.867,340.752,13.518,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-0.00376038,-0.000410508,142.59,0.00494352,0,0.000585328,1.20471e-06,0,340.752,-486.785,5,101,0.227,15.5881
20250414,150051,104.626,1,1,1,39.6684,-75.7463,25.03,100.673,342.494,13.7151,411.734,12.7031,3.02448,0.351648,1.27922,0.994811,0,0.00255254,3.51793e-07,1e+06,411.734,22.4632,10,101,-1.94235,-0.226064,1.09121,0.0902946,0,0.000644225,0.230826,341.514,342.494,17.3266,4,101,0.279,16.9
20250414,150702,104.63,2,1,1,39.6684,-75.7463,25.09,100.686,341.894,13.2728,410.051,12.2886,2.35125,0.272018,1.36636,0.992554,0,0.00236795,2.7213e-07,1e+06,410.051,16.9103,10,101,-0.0114952,-0.00133122,53.1306,0.0345625,0,0.000707146,3.89366e-06,0,341.894,-267.017,8,101,0.318,16.5
20250414,151314,104.634,3,1,1,39.6685,-75.7462,24.4,100.673,342.318,13.6335,408.571,12.6226,2.27972,0.252692,1.43382,0.990723,0,0.00245756,2.52795e-07,1e+06,408.571,20.6654,10,101,-0.0297481,-0.00330075,36.152,0.0717974,0,0.00119278,9.64238e-06,0,342.318,-146.523,8,101,0.331701,14.9
20250414,151925,104.638,4,1,1,39.6685,-75.7462,23.88,100.678,342.318,13.4599,409.378,12.4606,1.56308,0.17647,1.76717,0.980464,0,0.00250353,1.76542e-07,1e+06,409.378,24.8741,10,101,-0.0158547,-0.00179178,37.621,0.0666676,0,0.000673822,5.23426e-06,0,342.318,-248.344,10,101,0.0163781,16.2
20250414,152536,104.643,5,1,1,39.6685,-75.7462,24.71,100.665,342.273,14.3711,405.781,13.3738,4.86243,0.54125,1.20588,0.996604,0,0.00317562,5.4147e-07,1e+06,405.781,29.8457,10,101,-0.317423,-0.035369,2.00875,0.327569,0,0.000604918,0.0378274,341.339,342.273,3.92292,6,101,0.364,12.9
20250414,153147,104.647,6,1,1,39.6685,-75.7462,24.97,100.637,342.187,14.2849,406.875,13.273,5.22572,0.5929,1.15076,0.997887,0,0.0027422,5.93141e-07,1e+06,406.875,22.6877,10,101,-0.0365057,-0.00414612,15.7166,0.291172,0,0.000650165,1.21165e-05,0,342.187,-70.1281,10,101,0.340935,14.9
20250414,153758,104.651,7,1,1,39.6685,-75.7463,23.56,100.613,341.821,15.0516,400.091,14.0467,3.05447,0.345298,1.23522,0.995919,0,0.00222147,3.45436e-07,1e+06,400.091,14.2756,10,101,-0.0428858,-0.00485305,13.1449,0.37046,0,0.00063587,1.41976e-05,0,341.821,-17.7116,3,101,0.339,15.3
20250414,154409,104.656,8,1,1,39.6685,-75.7463,24.53,100.593,342.373,15.9403,405.352,14.9193,3.76469,0.416035,1.24221,0.995746,0,0.00273311,4.16204e-07,1e+06,405.352,25.1471,10,101,-0.0378351,-0.00418549,14.7577,0.317977,0,0.000616104,1.2225e-05,0,342.373,-84.6407,10,101,0.211,18.4
20250414,160051,104.667,1,1,1,39.6684,-75.7462,24.8,100.569,341.561,14.2163,406.417,13.1883,2.58421,0.30069,1.37316,0.992397,0,0.00264518,3.00812e-07,1e+06,406.417,21.8722,10,101,-0.0162516,-0.00189296,33.3013,0.0835636,0,0.000630063,5.54207e-06,0,341.561,-166.269,10,101,0.28,17.2
20250414,160702,104.672,2,1,1,39.6685,-75.7462,25.11,100.588,341.226,13.7394,407.696,12.7449,2.03261,0.235519,1.41334,0.991301,0,0.00221734,2.35615e-07,1e+06,407.696,29.3802,10,101,-0.0266453,-0.0030905,21.8598,0.0585037,0,0.000674791,0.00603254,340.713,341.226,-7.53322,3,101,0.316,17
20250414,161314,104.676,3,1,1,39.6685,-75.7462,24.81,100.591,341.636,14.0408,409.192,13.0379,1.95243,0.216992,1.42066,0.991101,0,0.00206647,2.17081e-07,1e+06,409.192,18.6756,10,101,-0.108846,-0.0121094,6.61746,0.110356,0,0.000791101,0.0299165,341.231,341.636,12.6637,5,101,0.33002,15.5
20250414,161925,104.68,4,1,1,39.6685,-75.7462,23.63,100.588,341.866,13.8377,405.94,12.8368,1.23271,0.139243,2.03258,0.970978,0,0.00241944,1.393e-07,1e+06,405.94,22.0527,10,101,0.000479218,5.41859e-05,1235.35,6.61823e-05,0,0.000669387,5.42044e-11,1e+06,341.866,7388.05,6,101,0.0167114,16.5
20250414,162536,104.684,5,1,1,39.6685,-75.7462,24.42,100.579,341.808,14.8183,405.902,13.8287,4.29048,0.477739,1.1843,0.99713,0,0.00257611,4.77933e-07,1e+06,405.902,22.696,10,101,-0.0342846,-0.00382137,17.6077,0.246439,0,0.000671647,1.11798e-05,0,341.808,-55.9487,1,101,0.364,13.3
20250414,163147,104.689,6,1,1,39.6685,-75.7463,23.28,100.583,341.854,14.6905,405.542,13.6702,5.33431,0.602328,1.24412,0.99571,0,0.00397358,6.02572e-07,1e+06,405.542,27.6078,10,101,-0.100843,-0.0113986,5.34157,0.338332,0,0.000596874,0.0173926,341.198,341.854,7.01174,6,101,0.333,15
20250414,163758,104.693,7,1,1,39.6685,-75.7463,21.92,100.564,341.524,15.4901,403.627,14.4705,2.72486,0.306618,1.37053,0.992716,0,0.00268062,3.06742e-07,1e+06,403.627,22.1731,10,98,-0.101426,-0.0114248,5.8161,0.342293,0,0.000653447,0.0176305,340.876,341.524,13.5613,8,101,0.338,15.4
20250414,164409,104.697,8,1,1,39.6685,-75.7463,22.12,100.548,341.746,16.3966,406.023,15.3625,3.37833,0.370667,1.21588,0.996408,0,0.00223662,3.70818e-07,1e+06,406.023,24.9689,10,101,-0.0406443,-0.00446415,14.69,0.31999,0,0.00065409,1.30628e-05,0,341.746,-31.695,5,101,0.207,18.3
20250414,170051,104.709,1,1,1,39.6685,-75.7462,24.68,100.525,341.577,14.6155,410.4,13.5871,2.38431,0.277531,1.45451,0.990168,0,0.00277941,2.77645e-07,1e+06,410.4,20.9227,10,101,-0.0146229,-0.00170386,39.1307,0.0619285,0,0.00066649,4.98822e-06,0,341.577,-199.014,8,101,0.279,16.8
20250414,170702,104.713,2,1,1,39.6685,-75.7462,24.16,100.539,341.346,14.1419,405.918,13.1476,1.72113,0.198962,1.46009,0.990012,0,0.0020085,1.99043e-07,1e+06,405.918,15.9997,10,101,-0.293988,-0.0340193,2.21969,0.000825309,0,0.000664398,0.0622389,340.799,341.346,-5.89311,3,101,0.314,16.908
20250414,171314,104.718,3,1,1,39.6685,-75.7462,23.24,100.53,341.296,14.4066,408.114,13.3974,1.80434,0.199665,1.48094,0.989426,0,0.00207445,1.99747e-07,1e+06,408.114,15.3411,10,101,-0.0776103,-0.00859703,6.99714,0.113457,0,0.000594665,0.0222908,340.911,341.296,0.0426561,7,101,0.328701,15.6
20250414,171925,104.722,4,1,1,39.6685,-75.7462,22.49,100.522,341.173,14.1916,406.104,13.1942,1.26121,0.142055,1.8316,0.978301,0,0.00212628,1.42113e-07,1e+06,406.104,19.1992,10,101,0.00194606,0.000219415,267.241,0.00141237,0,0.000586362,2.1949e-10,1e+06,341.173,280.202,2,101,0.003,16.4
20250414,172536,104.726,5,1,1,39.6685,-75.7462,22.27,100.501,341.477,15.1298,408.383,14.1175,4.01107,0.443907,1.34713,0.993121,0,0.0037132,4.44088e-07,1e+06,408.383,17.8474,10,101,-0.0238605,-0.00264336,23.0842,0.159642,0,0.000609559,7.74098e-06,0,341.477,-106.625,10,101,0.364,13.5
20250414,173147,104.73,6,1,1,39.6685,-75.7462,21.88,100.488,341.251,14.9793,407.92,13.9614,5.52356,0.621563,1.49304,0.988395,0,0.00655915,0.0009267,1078.65,407.92,32.1052,2,101,-0.033489,-0.0037724,17.2281,0.24233,0,0.000648691,0.000477435,333.35,341.251,41.0827,10,101,0.333,14.8
20250414,173758,104.735,7,1,1,39.6685,-75.7462,20.83,100.493,341.14,15.8025,401.758,14.7725,2.43215,0.272949,1.33961,0.993331,0,0.0022477,2.73059e-07,1e+06,401.758,5.45525,10,101,-0.0516953,-0.00580759,11.0763,0.254213,0,0.000640335,0.00745515,340.361,341.14,7.10142,5,101,0.337,15.3
20250414,174409,104.739,8,1,1,39.6685,-75.7462,21.68,100.477,341.324,16.6541,410.035,15.61,3.02442,0.331655,1.32605,0.99368,0,0.0026582,3.31791e-07,1e+06,410.035,28.9717,10,101,-0.054356,-0.00596695,9.12542,0.325851,0,0.000540849,0.00645505,340.399,341.324,-6.62854,7,101,0.205,17.7672
20250414,180051,104.751,1,1,1,39.6685,-75.7462,18.42,100.434,341.161,14.8633,409.228,13.8363,2.00938,0.229263,1.42757,0.990988,0,0.00219731,2.29357e-07,1e+06,409.228,19.7675,10,101,-0.00646819,-0.000738766,118.705,0.00711853,0,0.000876918,2.16545e-06,0,341.161,-349.534,9,101,0.278,16
20250414,180702,104.755,2,1,1,39.6685,-75.7462,18.1,100.449,340.936,14.4084,409.165,13.4021,1.51966,0.172299,1.62818,0.985063,0,0.00213238,1.72369e-07,1e+06,409.165,16.4014,10,101,-0.0255521,-0.00290004,21.1656,0.18438,0,0.000613045,8.50611e-06,0,340.936,-21.9647,2,101,0.313,16.308
20250414,181314,104.759,3,1,1,39.6685,-75.7462,17.44,100.438,341.455,14.5986,411.727,13.5913,1.68016,0.182494,1.55801,0.987223,0,0.00208656,1.82569e-07,1e+06,411.727,18.8694,10,101,-0.0196403,-0.00213544,86.0617,0.0134562,0,0.00183766,6.25396e-06,0,341.455,-217.984,5,101,0.327702,15.4
20250414,181925,104.763,4,1,1,39.6685,-75.7462,16.69,100.433,340.102,14.3717,411.413,13.3713,1.05277,0.116381,2.24783,0.962533,0,0.00230772,1.16429e-07,1e+06,411.413,25.7244,10,101,-0.0127064,-0.00140608,128.653,0.00606089,0,0.00180891,4.1343e-06,0,340.102,716.76,10,101,0.00242786,15.8
20250414,182536,104.768,5,1,1,39.6685,-75.7462,16.19,100.425,340.649,15.2113,410.392,14.2174,3.11078,0.337483,1.36341,0.992752,0,0.00289808,3.37621e-07,1e+06,410.392,20.9135,10,101,-0.0223327,-0.00242528,72.3508,0.0189366,0,0.00175452,7.11957e-06,0,340.649,87.2986,2,101,0.363,13.5
20250414,183147,104.772,6,1,1,39.6685,-75.7462,15.98,100.413,341.261,15.0638,415.022,14.0586,8.28133,0.914045,1.21899,0.993966,0,0.00551557,0.0069714,546.135,415.022,30.4996,8,101,-0.0797075,-0.00880662,17.8243,0.0943987,0,0.00156694,0.00696347,339.996,341.261,-10.0219,4,101,0.333234,14.4
20250414,183758,104.776,7,1,1,39.6685,-75.7462,15.16,100.407,340.252,15.7965,416.945,14.7908,2.00935,0.22132,1.51724,0.988459,0,0.00240352,2.21412e-07,1e+06,416.945,27.0986,10,101,-0.0155303,-0.00171233,99.3269,0.0101374,0,0.00170071,5.03254e-06,0,340.252,373.039,8,101,0.337,14.9
20250414,184409,104.781,8,1,1,39.6685,-75.7462,15.2,100.404,340.878,16.4875,412.791,15.4588,2.93104,0.314557,1.31242,0.994098,0,0.00243592,3.14687e-07,1e+06,412.791,5.05653,10,101,-0.0367358,-0.00394659,41.9434,0.0543634,0,0.00165481,1.15777e-05,0,340.878,65.9678,2,101,0.205,16.697
20250414,190051,104.792,1,1,1,39.6685,-75.7462,16.39,100.349,341.472,14.8256,412.074,13.8257,1.73877,0.197167,1.59894,0.986003,0,0.00236097,1.97248e-07,1e+06,412.074,18.6146,10,101,0.0198545,0.00225367,75.4215,0.0174508,0,0.00169958,2.25444e-09,1e+06,341.472,349.733,10,101,0.278,14.8721
20250414,190702,104.797,2,1,1,39.6685,-75.7462,15.66,100.355,341.431,14.4991,417.872,13.5084,1.38134,0.155458,1.57641,0.986697,0,0.00181419,1.55523e-07,1e+06,417.872,13.3243,10,101,0.0618278,0.00696521,21.8808,0.0459563,0,0.00152226,0.100235,341.5,341.431,50,5,101,0.311,15.108
20250414,191314,104.801,3,1,1,39.6685,-75.7462,15.01,100.336,340.954,14.651,424.451,13.6558,1.6418,0.177027,1.67778,0.983536,0,0.00230193,1.77102e-07,1e+06,424.451,15.2831,10,101,-0.0549345,-0.00592928,28.9109,0.107938,0,0.00171306,1.73903e-05,0,340.954,104.158,3,101,0.326701,14.702
20250414,191925,104.805,4,1,1,39.6685,-75.7462,14.4,100.325,341.028,14.4485,418.409,13.4668,1.02013,0.112011,1.98802,0.972771,0,0.00188344,1.12058e-07,1e+06,418.409,15.6323,10,101,0.0557781,0.00613057,28.6298,0.109847,0,0.00175397,6.13266e-09,1e+06,341.028,90.344,4,101,0.017,14.9
20250414,192536,104.809,5,1,1,39.6685,-75.7462,13.19,100.324,341.312,15.1289,439.912,14.1463,2.74713,0.29521,1.29988,0.99445,0,0.0022165,2.9534e-07,1e+06,439.912,6.82202,10,101,-0.608769,-0.0654845,2.4771,0.255262,0,0.00146575,0.0789209,340.482,341.312,25.2487,8,101,0.363,13.3
20250414,193147,104.814,6,1,1,39.6685,-75.7462,13,100.336,340.248,15.0042,434.676,14.0003,10.9334,1.19519,1.16245,0.99147,0,0.0056749,0.0152525,513.036,434.676,21.7458,4,101,-0.0397369,-0.00434827,39.739,0.0601223,0,0.00172734,1.27797e-05,0,340.248,158.797,3,101,0.332,13.8
20250414,193758,104.818,7,1,1,39.6685,-75.7462,12.31,100.358,340.682,15.5943,435.952,14.5954,1.94647,0.212338,1.41057,0.991466,0,0.00197339,6.14661e-05,3890.5,435.952,0.139312,2,101,-0.0476343,-0.00520164,31.7228,0.0947963,0,0.00164918,0.000166544,309.449,340.682,29.8655,9,101,0.337,14.3
20250414,194409,104.822,8,1,1,39.6685,-75.7462,12.8,100.358,341.574,15.9999,435.991,14.99,2.85325,0.303646,1.30664,0.994274,0,0.00231585,3.03778e-07,1e+06,435.991,7.79055,10,101,-0.0387826,-0.00413151,44.6948,0.0481413,0,0.00184605,1.20955e-05,0,341.574,-170.926,7,101,0.206,15.6075
20250414,200051,104.834,1,1,1,39.6685,-75.7462,13.07,100.336,341.199,14.6134,436.833,13.6337,1.83036,0.205167,1.42912,0.991008,0,0.00196423,2.05257e-07,1e+06,436.833,17.4935,10,101,0.0181918,0.00204117,91.6614,0.0118812,0,0.00187084,2.04187e-09,1e+06,341.199,91.2278,2,101,0.278,14
20250414,200702,104.838,2,1,1,39.6685,-75.7462,12.92,100.364,341.922,14.4454,433.512,13.4588,1.46745,0.163573,1.54111,0.987265,0,0.00182846,0.000313112,955.921,433.512,0.949476,2,101,-0.00160774,-0.00017939,1098.85,8.13039e-05,0,0.00197123,5.24653e-07,0,341.922,-4250.49,4,101,0.311,14.2
20250414,201314,104.843,3,1,1,39.6685,-75.7462,12.49,100.368,341.798,13.9265,443.299,12.945,1.58423,0.169153,1.66268,0.984035,0,0.00216544,1.69228e-07,1e+06,443.299,14.5064,10,101,-0.0266913,-0.00285274,69.4689,0.0205045,0,0.00198154,8.3463e-06,0,341.798,-128.763,7,101,0.325702,14.1
20250414,201925,104.847,4,1,1,39.6685,-75.7462,12.32,100.374,341.242,13.8377,431.177,12.873,1.01384,0.110398,2.29624,0.960564,0,0.00224817,1.10445e-07,1e+06,431.177,88.6092,5,101,0.0188116,0.00205041,96.8467,0.010656,0,0.00198563,2.05111e-09,1e+06,341.242,241.647,6,101,0.0524378,14.1
20250414,202536,104.851,5,1,1,39.6685,-75.7462,11.94,100.388,341.09,13.801,427.539,12.8316,2.58913,0.276463,1.35494,0.993019,0,0.00232975,2.76582e-07,1e+06,427.539,-2.69507,10,101,-0.0399653,-0.00427163,46.4119,0.0115345,0,0.00198203,0.000279836,325.825,341.09,-50,7,101,0.362,13.1
20250414,203147,104.855,6,1,1,39.6685,-75.7462,12.11,100.396,340.596,14.0398,431.997,13.0589,6.24875,0.679855,1.56289,0.987127,0,0.00780287,6.80149e-07,1e+06,431.997,22.9147,10,101,-0.0312654,-0.00340501,57.5809,0.0295727,0,0.00196031,9.99722e-06,0,340.596,135.202,2,101,0.336741,13.3
20250414,203758,104.86,7,1,1,39.6685,-75.7462,11.66,100.409,340.343,14.039,455.077,13.0528,2.06546,0.224349,1.49563,0.987941,0,0.0023651,0.00130899,626.468,455.077,31.4023,3,101,-0.0127124,-0.0013822,143.786,0.00486277,0,0.00198735,4.0612e-06,0,340.343,176.095,3,101,0.337,13.8
20250414,204409,104.864,8,1,1,39.6685,-75.7462,11.68,100.398,340.571,14.0488,464.109,13.0739,2.82285,0.298522,1.39488,0.991948,0,0.00270317,2.98661e-07,1e+06,464.109,43.301,10,101,-0.0230584,-0.00244089,86.807,0.0132294,0,0.0021187,7.16703e-06,0,340.571,114.029,3,101,0.207104,14.7
20250414,210051,104.876,1,1,1,39.6685,-75.7462,11.5,100.399,341.185,13.1953,462.181,12.241,1.72309,0.191685,1.9393,0.974576,0,0.00311158,1.91774e-07,1e+06,462.181,18.9824,10,101,0.00421305,0.000469134,452.855,0.000492305,0,0.00212449,4.69294e-10,1e+06,341.185,303.362,2,101,0.277,13.3
20250414,210702,104.88,2,1,1,39.6685,-75.7462,11.7,100.418,340.948,13.298,435.438,12.3485,1.41343,0.156615,1.92027,0.975263,0,0.00250687,1.56684e-07,1e+06,435.438,33.4549,10,101,0.00311664,0.000345673,648.389,0.00024021,0,0.0022413,3.45791e-10,1e+06,340.948,203.237,3,101,0.31,13.5
20250414,211314,104.884,3,1,1,39.6686,-75.7462,11.76,100.411,341.177,13.3843,447.475,12.4304,1.63112,0.173543,1.97352,0.973315,0,0.00288801,1.73621e-07,1e+06,447.475,-6.19661,10,101,-0.00457175,-0.000486884,447.346,0.000504491,0,0.00217805,1.42707e-06,0,341.177,440.867,3,101,0.325,13.5
20250414,211925,104.888,4,1,1,39.6686,-75.7462,11.65,100.397,341.291,13.4496,446.576,12.4948,1.05542,0.114582,2.99935,0.927716,0,0.00321448,1.14633e-07,1e+06,446.576,29.3932,10,101,0.0179916,0.00195514,113.311,0.00988677,0,0.0022153,0.000721187,344.002,341.291,4.72733,2,101,0.035,13.5
20250414,212536,104.893,5,1,1,39.6686,-75.7462,11.38,100.407,340.582,13.4974,450.996,12.5128,2.71453,0.289128,1.44389,0.990594,0,0.00283154,2.89258e-07,1e+06,450.996,12.0076,10,101,-0.00561196,-0.000598333,358.442,0.000785525,0,0.00214467,1.7568e-06,0,340.582,405.534,3,101,0.362,12.8
20250414,213147,104.897,6,1,1,39.6685,-75.7462,11.39,100.423,341.263,13.6228,441.304,12.6579,6.67776,0.724282,1.36524,0.991216,0,0.00622348,0.00197819,807.439,441.304,20.6355,2,101,-0.0088106,-0.000956548,210.564,0.00227321,0,0.00201412,2.80297e-06,0,341.263,-192.377,6,101,0.331,13
20250414,213758,104.901,7,1,1,39.6685,-75.7462,11.26,100.416,341.317,13.6825,474.31,12.7102,1.88218,0.204062,1.6165,0.985488,0,0.00248875,2.04159e-07,1e+06,474.31,38.4792,10,101,-0.0135207,-0.00146732,136.249,0.00753102,0,0.00199915,3.2905e-05,296.724,341.317,-42.8962,5,101,0.337,13.4
20250414,214409,104.906,8,1,1,39.6685,-75.7462,11.35,100.426,341.224,13.7258,484.218,12.7531,2.7763,0.293086,1.46556,0.98998,0,0.00296349,2.93228e-07,1e+06,484.218,50.9742,10,101,-0.015135,-0.00159933,129.868,0.00987858,0,0.00207696,1.32123e-05,220.175,341.224,17.7519,4,101,0.208,14.1
